rel_path,item_id,split,image_path,role
img/WOMEN/Dresses/id_00005606/01_1_front.jpg,id_00005606,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Dresses\id_00005606\01_1_front.jpg,gallery
img/MEN/Pants/id_00002047/01_6_flat.jpg,id_00002047,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\MEN\Pants\id_00002047\01_6_flat.jpg,gallery
img/WOMEN/Tees_Tanks/id_00002915/02_2_side.jpg,id_00002915,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00002915\02_2_side.jpg,gallery
img/WOMEN/Blouses_Shirts/id_00002323/02_3_back.jpg,id_00002323,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Blouses_Shirts\id_00002323\02_3_back.jpg,gallery
img/WOMEN/Tees_Tanks/id_00004012/06_3_back.jpg,id_00004012,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00004012\06_3_back.jpg,gallery
img/WOMEN/Blouses_Shirts/id_00001804/03_1_front.jpg,id_00001804,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Blouses_Shirts\id_00001804\03_1_front.jpg,gallery
img/WOMEN/Pants/id_00004323/02_3_back.jpg,id_00004323,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Pants\id_00004323\02_3_back.jpg,gallery
img/MEN/Pants/id_00002493/02_7_additional.jpg,id_00002493,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\MEN\Pants\id_00002493\02_7_additional.jpg,gallery
img/WOMEN/Dresses/id_00006925/05_7_additional.jpg,id_00006925,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Dresses\id_00006925\05_7_additional.jpg,gallery
img/MEN/Tees_Tanks/id_00004648/01_1_front.jpg,id_00004648,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\MEN\Tees_Tanks\id_00004648\01_1_front.jpg,gallery
img/WOMEN/Dresses/id_00006835/03_2_side.jpg,id_00006835,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Dresses\id_00006835\03_2_side.jpg,gallery
img/WOMEN/Shorts/id_00000812/04_3_back.jpg,id_00000812,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Shorts\id_00000812\04_3_back.jpg,gallery
img/WOMEN/Cardigans/id_00001150/02_3_back.jpg,id_00001150,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Cardigans\id_00001150\02_3_back.jpg,gallery
img/WOMEN/Sweaters/id_00003149/02_3_back.jpg,id_00003149,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Sweaters\id_00003149\02_3_back.jpg,gallery
img/WOMEN/Tees_Tanks/id_00003278/01_7_additional.jpg,id_00003278,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00003278\01_7_additional.jpg,gallery
img/WOMEN/Dresses/id_00007415/02_1_front.jpg,id_00007415,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Dresses\id_00007415\02_1_front.jpg,gallery
img/WOMEN/Blouses_Shirts/id_00004234/02_2_side.jpg,id_00004234,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Blouses_Shirts\id_00004234\02_2_side.jpg,gallery
img/WOMEN/Skirts/id_00003783/06_2_side.jpg,id_00003783,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Skirts\id_00003783\06_2_side.jpg,gallery
img/WOMEN/Tees_Tanks/id_00003801/04_1_front.jpg,id_00003801,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00003801\04_1_front.jpg,gallery
img/MEN/Sweatshirts_Hoodies/id_00001654/03_3_back.jpg,id_00001654,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\MEN\Sweatshirts_Hoodies\id_00001654\03_3_back.jpg,gallery
img/WOMEN/Shorts/id_00001404/12_3_back.jpg,id_00001404,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Shorts\id_00001404\12_3_back.jpg,gallery
img/WOMEN/Denim/id_00005798/02_1_front.jpg,id_00005798,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Denim\id_00005798\02_1_front.jpg,gallery
img/WOMEN/Blouses_Shirts/id_00003750/01_2_side.jpg,id_00003750,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Blouses_Shirts\id_00003750\01_2_side.jpg,gallery
img/WOMEN/Graphic_Tees/id_00007685/01_3_back.jpg,id_00007685,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Graphic_Tees\id_00007685\01_3_back.jpg,gallery
img/MEN/Tees_Tanks/id_00002096/01_2_side.jpg,id_00002096,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\MEN\Tees_Tanks\id_00002096\01_2_side.jpg,gallery
img/WOMEN/Dresses/id_00002411/03_3_back.jpg,id_00002411,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Dresses\id_00002411\03_3_back.jpg,gallery
img/WOMEN/Dresses/id_00004700/02_1_front.jpg,id_00004700,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Dresses\id_00004700\02_1_front.jpg,gallery
img/WOMEN/Tees_Tanks/id_00004662/05_7_additional.jpg,id_00004662,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00004662\05_7_additional.jpg,gallery
img/WOMEN/Shorts/id_00003973/05_3_back.jpg,id_00003973,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Shorts\id_00003973\05_3_back.jpg,gallery
img/WOMEN/Dresses/id_00006855/04_7_additional.jpg,id_00006855,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Dresses\id_00006855\04_7_additional.jpg,gallery
img/WOMEN/Skirts/id_00006560/02_4_full.jpg,id_00006560,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Skirts\id_00006560\02_4_full.jpg,gallery
img/MEN/Shorts/id_00004298/01_3_back.jpg,id_00004298,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\MEN\Shorts\id_00004298\01_3_back.jpg,gallery
img/WOMEN/Sweaters/id_00007689/01_1_front.jpg,id_00007689,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Sweaters\id_00007689\01_1_front.jpg,gallery
img/MEN/Shirts_Polos/id_00000167/01_1_front.jpg,id_00000167,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\MEN\Shirts_Polos\id_00000167\01_1_front.jpg,gallery
img/MEN/Shirts_Polos/id_00001366/05_1_front.jpg,id_00001366,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\MEN\Shirts_Polos\id_00001366\05_1_front.jpg,gallery
img/WOMEN/Rompers_Jumpsuits/id_00003965/05_4_full.jpg,id_00003965,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Rompers_Jumpsuits\id_00003965\05_4_full.jpg,gallery
img/WOMEN/Tees_Tanks/id_00005837/05_1_front.jpg,id_00005837,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00005837\05_1_front.jpg,gallery
img/WOMEN/Tees_Tanks/id_00002988/02_1_front.jpg,id_00002988,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00002988\02_1_front.jpg,gallery
img/WOMEN/Blouses_Shirts/id_00005497/03_7_additional.jpg,id_00005497,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Blouses_Shirts\id_00005497\03_7_additional.jpg,gallery
img/WOMEN/Rompers_Jumpsuits/id_00002412/04_1_front.jpg,id_00002412,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Rompers_Jumpsuits\id_00002412\04_1_front.jpg,gallery
img/WOMEN/Sweaters/id_00005317/03_3_back.jpg,id_00005317,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Sweaters\id_00005317\03_3_back.jpg,gallery
img/WOMEN/Pants/id_00002331/03_3_back.jpg,id_00002331,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Pants\id_00002331\03_3_back.jpg,gallery
img/WOMEN/Dresses/id_00006801/02_2_side.jpg,id_00006801,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Dresses\id_00006801\02_2_side.jpg,gallery
img/WOMEN/Tees_Tanks/id_00003590/01_7_additional.jpg,id_00003590,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00003590\01_7_additional.jpg,gallery
img/WOMEN/Blouses_Shirts/id_00004374/02_4_full.jpg,id_00004374,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Blouses_Shirts\id_00004374\02_4_full.jpg,gallery
img/WOMEN/Tees_Tanks/id_00005840/09_3_back.jpg,id_00005840,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00005840\09_3_back.jpg,gallery
img/WOMEN/Shorts/id_00007626/01_4_full.jpg,id_00007626,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Shorts\id_00007626\01_4_full.jpg,gallery
img/WOMEN/Shorts/id_00007429/02_1_front.jpg,id_00007429,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Shorts\id_00007429\02_1_front.jpg,gallery
img/WOMEN/Blouses_Shirts/id_00003914/07_3_back.jpg,id_00003914,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Blouses_Shirts\id_00003914\07_3_back.jpg,gallery
img/WOMEN/Tees_Tanks/id_00003767/06_2_side.jpg,id_00003767,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00003767\06_2_side.jpg,gallery
img/WOMEN/Jackets_Coats/id_00007316/01_2_side.jpg,id_00007316,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Jackets_Coats\id_00007316\01_2_side.jpg,gallery
img/WOMEN/Skirts/id_00003440/02_1_front.jpg,id_00003440,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Skirts\id_00003440\02_1_front.jpg,gallery
img/WOMEN/Tees_Tanks/id_00003580/06_2_side.jpg,id_00003580,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00003580\06_2_side.jpg,gallery
img/WOMEN/Tees_Tanks/id_00001923/02_3_back.jpg,id_00001923,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00001923\02_3_back.jpg,gallery
img/WOMEN/Tees_Tanks/id_00001665/04_3_back.jpg,id_00001665,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00001665\04_3_back.jpg,gallery
img/WOMEN/Shorts/id_00003208/12_4_full.jpg,id_00003208,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Shorts\id_00003208\12_4_full.jpg,gallery
img/WOMEN/Blouses_Shirts/id_00001421/03_2_side.jpg,id_00001421,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Blouses_Shirts\id_00001421\03_2_side.jpg,gallery
img/WOMEN/Dresses/id_00000534/06_1_front.jpg,id_00000534,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Dresses\id_00000534\06_1_front.jpg,gallery
img/WOMEN/Tees_Tanks/id_00007071/02_1_front.jpg,id_00007071,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00007071\02_1_front.jpg,gallery
img/WOMEN/Tees_Tanks/id_00005445/12_2_side.jpg,id_00005445,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00005445\12_2_side.jpg,gallery
img/WOMEN/Dresses/id_00002454/01_2_side.jpg,id_00002454,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Dresses\id_00002454\01_2_side.jpg,gallery
img/WOMEN/Graphic_Tees/id_00002180/01_1_front.jpg,id_00002180,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Graphic_Tees\id_00002180\01_1_front.jpg,gallery
img/WOMEN/Sweatshirts_Hoodies/id_00006976/01_4_full.jpg,id_00006976,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Sweatshirts_Hoodies\id_00006976\01_4_full.jpg,gallery
img/WOMEN/Dresses/id_00005676/02_2_side.jpg,id_00005676,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Dresses\id_00005676\02_2_side.jpg,gallery
img/WOMEN/Skirts/id_00004570/02_1_front.jpg,id_00004570,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Skirts\id_00004570\02_1_front.jpg,gallery
img/WOMEN/Dresses/id_00005002/09_1_front.jpg,id_00005002,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Dresses\id_00005002\09_1_front.jpg,gallery
img/WOMEN/Tees_Tanks/id_00002201/08_7_additional.jpg,id_00002201,gallery,C:\Users\dilku\deepfashion-recsys\data\deepfashion\img\img\img_highres_seg-003\img_highres\WOMEN\Tees_Tanks\id_00002201\08_7_additional.jpg,gallery
